type,year,state,abb,standard_fed_regions,region,division,barley,corn,cotton_els,cotton_upland,oats,rice,sorghum,soybeans,sugar_beets,sugarcane,wheat
plant and fail,2010,Arkansas,AR,region VI,South,West South Central,NA,382830.4999999999,NA,541661.7499999999,6548.5599999999995,1787342.8800000008,36988.58,3172346.53,NA,NA,178803.28000000006
plant and fail,2010,California,CA,region IX,West,Pacific,92151.27,491258.5800000001,180402.5,122609.80000000002,193146.19999999992,539432.04,34239.200000000004,57.7,23921,563.9499999999999,727670.0099999999
plant and fail,2010,Colorado,CO,region VIII,West,Mountain,53555.369999999995,1279852.15,NA,NA,39573.90999999999,NA,132745.44,13761.93,29909.39,NA,2260257.5500000007
plant and fail,2010,Connecticut,CT,region I,Northeast,New England,3.4,26596.8,NA,NA,45.18,NA,27.63,24,NA,NA,40.400000000000006
plant and fail,2010,Delaware,DE,region III,South,South Atlantic,18534.8,178299.01,NA,NA,379.2,NA,848.0999999999999,163726.93,NA,NA,33823.57
plant and fail,2010,Florida,FL,region IV,South,South Atlantic,264.8,48889.94000000001,NA,91155.83,11529.450000000003,760.4,3506.929999999999,23098.85,NA,251090.46000000002,8410.4
plant and fail,2010,Georgia,GA,region IV,South,South Atlantic,245.5,291322.47000000003,NA,1317175.4099999997,31331.21999999999,NA,34290.37,260135.03,NA,14.1,131106.63000000003
plant and fail,2010,Hawaii,HI,region IX,West,Pacific,NA,227.82999999999998,NA,NA,NA,NA,NA,NA,NA,35925,NA
plant and fail,2010,Idaho,ID,region X,West,Mountain,456739.04,303111.78,NA,NA,43664.66000000002,NA,1074.6,272.20000000000005,181661.30999999997,NA,1336888.3400000017
plant and fail,2010,Illinois,IL,region V,North Central,East North Central,585.9,12356436.319999997,NA,NA,33378.99999999999,1186.9099999999999,31357.100000000002,8913464.879999999,NA,NA,288048.26
plant and fail,2010,Indiana,IN,region V,North Central,East North Central,650.6699999999998,5755613.779999996,NA,NA,5705.02,NA,10860.010000000004,5314371.8199999975,NA,NA,236264.9699999999
plant and fail,2010,Iowa,IA,region VII,North Central,West North Central,4170.700000000001,13073863.85999998,NA,NA,167187.66999999993,NA,1062.51,9693944.559999995,NA,NA,14713.67000000001
plant and fail,2010,Kansas,KS,region VII,North Central,West North Central,8278.890000000001,4745640.569999999,NA,48885.24,53265.799999999974,NA,2086026.9099999992,4274519.64,NA,NA,8115322.61
plant and fail,2010,Kentucky,KY,region IV,South,East South Central,5090.640000000001,1303455.1699999997,0.05,161.55,1901.6500000000003,150.7,6240.4900000000025,1368154.1300000004,NA,1.5,280760.2700000001
plant and fail,2010,Louisiana,LA,region VI,South,West South Central,NA,498192.0600000001,NA,247484.12,2399.4,534184.34,77642.95,1016870.0800000001,25,421442.1499999999,113792.79000000002
plant and fail,2010,Maine,ME,region I,Northeast,New England,13751.250000000002,27717.710000000003,NA,NA,29796.02,NA,12.6,991.1,NA,NA,1535.9
plant and fail,2010,Maryland,MD,region III,South,South Atlantic,33972.68000000001,451483.27999999985,NA,1,2936.689999999999,NA,8934.680000000002,455468.9599999999,NA,NA,124660.97000000002
plant and fail,2010,Massachusetts,MA,region I,Northeast,New England,3.9,18703.790000000005,NA,NA,329.96,NA,NA,397.51,NA,NA,19.1
plant and fail,2010,Michigan,MI,region V,North Central,East North Central,8475.810000000001,2274073.3099999977,NA,NA,51900.530000000006,NA,1052.5200000000002,1980317.1599999997,148028.13000000006,NA,485331.03999999986
plant and fail,2010,Minnesota,MN,region V,North Central,West North Central,69535.65999999999,7637580.149999997,NA,NA,196304.5099999999,NA,1023.2,7324426.18,449202.74999999994,NA,1570488.1500000004
plant and fail,2010,Mississippi,MS,region IV,South,East South Central,NA,714013.9600000002,NA,409485.19,1452.7999999999997,302245.44,7999.749999999998,1978951.8599999999,NA,NA,103881.45000000001
plant and fail,2010,Missouri,MO,region VII,North Central,West North Central,1470.4499999999998,3059872.42,NA,309750.02999999997,8757.939999999997,252140.36,30365.64,5110871.359999999,NA,NA,321591.84999999986
plant and fail,2010,Montana,MT,region VIII,West,Mountain,711099.4800000001,72969.27999999998,NA,NA,53067.57000000002,NA,108.1,2199.7999999999997,43862.479999999996,NA,5157212.120000007
plant and fail,2010,Nebraska,NE,region VII,North Central,West North Central,3478.25,9109780.64,NA,0.4,77856.61,NA,69628.26999999996,5106003.879999999,50735.670000000006,NA,1562046.0199999998
plant and fail,2010,Nevada,NV,region IX,West,Mountain,464.44000000000005,2193.3,NA,NA,1613.15,NA,302.5,NA,NA,NA,11126.819999999998
plant and fail,2010,New Hampshire,NH,region I,Northeast,New England,6.220000000000001,13946.840000000004,NA,NA,33.07,NA,37.95,20.5,NA,NA,1.5
plant and fail,2010,New Jersey,NJ,region II,Northeast,Middle Atlantic,2007.8999999999999,75990.61000000002,NA,NA,1041.1,NA,940,91752.32,23.9,NA,20047.899999999998
plant and fail,2010,New Mexico,NM,region VI,West,Mountain,8132.75,134019.47,2608.33,50300.65,12603.770000000002,NA,68238.80999999998,0,NA,NA,448271.99000000005
plant and fail,2010,New York,NY,region II,Northeast,Middle Atlantic,8380.559999999996,948865.6199999998,NA,NA,58068.39999999998,NA,222.58,269311.6500000001,2,NA,86165.1
plant and fail,2010,North Carolina,NC,region IV,South,South Atlantic,16867.569999999996,877976.2099999996,NA,541169.6799999999,15028.189999999995,NA,13261.880000000003,1566501.6400000004,0.71,3,399159.74
plant and fail,2010,North Dakota,ND,region VIII,North Central,West North Central,646745.6699999999,1991994.1799999995,NA,NA,243924.31000000008,NA,2157.6000000000004,4049112.4600000004,216220.50000000003,NA,8242441.46
plant and fail,2010,Ohio,OH,region V,North Central,East North Central,2685.0500000000006,3375155.060000001,NA,NA,24169.889999999996,NA,764.5300000000002,4557893.449999998,NA,NA,679051.0099999997
plant and fail,2010,Oklahoma,OK,region VI,South,West South Central,18794.199999999993,335766.6799999999,NA,275266.25999999995,25171.240000000005,NA,255137.1999999999,492529.02000000014,NA,NA,5332398.439999997
plant and fail,2010,Oregon,OR,region X,West,Pacific,35862.15000000001,80314.04999999999,NA,NA,28502.97000000001,NA,690.3,1272.2,12627,NA,837527.1199999999
plant and fail,2010,Pennsylvania,PA,region III,Northeast,Middle Atlantic,33264.15000000001,906163.0500000002,NA,NA,56741.74,NA,1959.9,426113.02999999997,NA,NA,103024.33999999998
plant and fail,2010,Puerto Rico,PR,region II,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
plant and fail,2010,Rhode Island,RI,region I,Northeast,New England,NA,1576.02,NA,NA,9,NA,NA,NA,NA,NA,29.14
plant and fail,2010,South Carolina,SC,region IV,South,South Atlantic,1232.9,321618.82999999984,NA,200750.39999999997,15188.920000000002,40.1,8119.27,443008.8599999999,NA,0.3,122168.28999999998
plant and fail,2010,South Dakota,SD,region VIII,North Central,West North Central,30539.85,4440887.989999999,NA,NA,172445.88000000006,NA,73370.84999999999,4135814.909999999,112.9,NA,2659816.88
plant and fail,2010,Tennessee,TN,region IV,South,East South Central,1325.01,661073.4200000003,NA,382700.2000000001,2182.1700000000005,900.1,10917.770000000002,1393267.0200000005,3.5,1,195623.11000000004
plant and fail,2010,Texas,TX,region VI,South,West South Central,14102.899999999998,2214152.0500000003,16846.1,5463198.91,341266.7800000001,186687.95999999996,1810333.010000001,199551.16999999998,2,47174.9,5530389.549999996
plant and fail,2010,Utah,UT,region VIII,West,Mountain,27772.219999999994,53123.740000000005,NA,NA,22862.180000000004,NA,987.13,187.3,NA,NA,138305.19000000003
plant and fail,2010,Vermont,VT,region I,Northeast,New England,561.98,82582.73,NA,NA,343,NA,58.2,4254,NA,NA,491.62
plant and fail,2010,Virgin Islands,VI,region II,NA,NA,NA,2.18,NA,NA,NA,NA,NA,NA,NA,4.95,NA
plant and fail,2010,Virginia,VA,region III,South,South Atlantic,52667.73000000003,392628.89999999997,NA,82389.20000000001,5991.880000000001,NA,2680.6099999999997,543705.7599999999,NA,1.2,153815.39000000004
plant and fail,2010,Washington,WA,region X,West,Pacific,75920.88000000003,210981.74,NA,NA,8833,NA,133.1,1486.2,791.2,NA,2255885.560000001
plant and fail,2010,West Virginia,WV,region III,South,South Atlantic,1919.66,42645.29000000001,NA,NA,1362.5300000000002,NA,351.51,19332.359999999997,NA,NA,4834.820000000001
plant and fail,2010,Wisconsin,WI,region V,North Central,East North Central,37661.219999999994,3772351.729999999,NA,NA,264525.12,NA,1513.97,1618678.48,NA,NA,248775.85000000003
plant and fail,2010,Wyoming,WY,region VIII,West,Mountain,64405.38,74376.31999999999,NA,NA,25309.480000000003,NA,308.5,293.59999999999997,31683.699999999997,NA,153281.4099999999
plant and fail,2011,Alabama,AL,region IV,South,East South Central,39.3,230885.8399999999,NA,457251.3200000002,13601.259999999997,NA,6864.669999999999,281136.86000000004,NA,5,159015.58000000002
plant and fail,2011,Alaska,AK,region X,West,Pacific,4560.02,8.81,NA,NA,1357.94,NA,2.93,14.55,1.13,NA,118.41
plant and fail,2011,Arizona,AZ,region IX,West,Mountain,63708.700000000004,52101.299999999996,9138.099999999999,246944.4,11591.800000000003,NA,17155.4,55.4,251.3,NA,73232.4
plant and fail,2011,Arkansas,AR,region VI,South,West South Central,NA,556741.7899999999,NA,676900.0899999999,9775.829999999998,1189203.2000000002,96343.57,3314832.9399999995,NA,NA,600604.9599999998
plant and fail,2011,California,CA,region IX,West,Pacific,77425.77,525964.3099999999,260372.65999999997,172832.80000000002,157686.8,564945.7999999999,30586.42999999999,40,25000.300000000003,320.59999999999997,726891.8199999998
plant and fail,2011,Colorado,CO,region VIII,West,Mountain,55664.44,1450031.7100000004,NA,NA,28118.100000000002,NA,143829.64,12235.349999999999,30712.03,NA,2188468.3600000003
plant and fail,2011,Connecticut,CT,region I,Northeast,New England,16.71,26780.84,NA,NA,61.99,NA,7.63,44.5,NA,NA,55.8
plant and fail,2011,Delaware,DE,region III,South,South Atlantic,32802.6,181701.81,NA,NA,1142.6,NA,1614.5999999999997,158278.09999999998,NA,NA,76655.49999999999
plant and fail,2011,Florida,FL,region IV,South,South Atlantic,NA,53418.00000000002,NA,120225.59,15172.649999999998,10011.25,3683.4500000000003,17136.47,NA,413140.88999999996,10341.58
plant and fail,2011,Georgia,GA,region IV,South,South Atlantic,538,333740.14999999973,NA,1584863.6999999995,30341.150000000005,NA,39699.34999999999,144430.72,NA,27,219786.36999999997
plant and fail,2011,Idaho,ID,region X,West,Mountain,501079.56,325706.4099999999,NA,NA,40709.79000000001,NA,798.5999999999999,315.4,179904.22000000006,NA,1439054.3499999994
plant and fail,2011,Illinois,IL,region V,North Central,East North Central,502.62,12340560.78,NA,NA,19658.930000000008,325.96000000000004,19910.87000000001,8774498.5,20.15,NA,758268.5400000002
plant and fail,2011,Indiana,IN,region V,North Central,East North Central,1019.5600000000002,5719396.930000001,NA,NA,3177.469999999999,NA,6662.15,5224240.830000003,NA,2.5,412313.9400000002
plant and fail,2011,Iowa,IA,region VII,North Central,West North Central,3689.1999999999994,13764739.180000009,NA,NA,113333.11000000004,NA,820.62,9240331.610000005,NA,NA,19334.579999999994
plant and fail,2011,Kansas,KS,region VII,North Central,West North Central,7176.960000000001,4773875.120000002,NA,78249.62,44948.92000000001,NA,2312309.9899999998,3961255.2699999996,NA,NA,8567393.739999998
plant and fail,2011,Kentucky,KY,region IV,South,East South Central,4870.74,1334073.3799999994,NA,223.79999999999998,2040.9,0,6407.1,1451973.1099999999,11.8,18.5,479745.62
plant and fail,2011,Louisiana,LA,region VI,South,West South Central,NA,570339.0100000001,NA,287179.68999999994,4224.01,417691.12,122664.04000000001,1006146.9900000001,NA,408140.68,235179
plant and fail,2011,Maine,ME,region I,Northeast,New England,14135.400000000001,28669.039999999997,NA,NA,27725.079999999998,NA,NA,1697.98,NA,NA,2157.63
plant and fail,2011,Maryland,MD,region III,South,South Atlantic,34183.09999999999,452068.47,NA,NA,1991.1699999999994,NA,14299.849999999997,455792.0600000002,NA,NA,190007.18000000002
plant and fail,2011,Massachusetts,MA,region I,Northeast,New England,32.2,18302.06,NA,NA,187.89999999999998,NA,3.5,775.37,NA,NA,13.2
plant and fail,2011,Michigan,MI,region V,North Central,East North Central,7201.600000000001,2362178.8600000003,NA,NA,28694.670000000006,NA,451.78000000000003,1876704.7899999996,153953.30000000002,NA,646312.9899999998
plant and fail,2011,Minnesota,MN,region V,North Central,West North Central,55043.80000000001,8061112.860000004,NA,NA,115838.70999999993,NA,843,7002554.1499999985,477330.61000000004,NA,1503785.9500000007
plant and fail,2011,Mississippi,MS,region IV,South,East South Central,NA,779377.0899999999,27.6,615705.3400000002,2124.4900000000002,157453.00000000003,47992.01000000001,1807201.6799999995,NA,NA,310693.23999999993
plant and fail,2011,Missouri,MO,region VII,North Central,West North Central,1911.6399999999994,3221262.589999998,NA,372467.07,5577.56,141424.00000000003,37330.279999999984,5294874.880000002,NA,NA,745045.3300000002
plant and fail,2011,Montana,MT,region VIII,West,Mountain,638101.0299999999,70887.50000000001,NA,NA,29392.319999999996,NA,1406.46,4400.240000000002,44849.090000000004,NA,4927442.160000004
plant and fail,2011,Nebraska,NE,region VII,North Central,West North Central,2234.56,9808739.730000008,NA,39.37,51559.85,NA,67696.76000000002,4858949.420000002,51756.130000000005,NA,1491460.7300000004
plant and fail,2011,Nevada,NV,region IX,West,Mountain,1184.38,3826.37,NA,NA,2101.31,NA,112.6,NA,NA,NA,17885.570000000003
plant and fail,2011,New Hampshire,NH,region I,Northeast,New England,NA,13551.69,NA,NA,47.74,NA,28.21,134.89,NA,NA,4
plant and fail,2011,New Jersey,NJ,region II,Northeast,Middle Atlantic,2786.6000000000004,83675.05,NA,NA,998.7000000000002,NA,959.8,84573.79000000001,23.5,NA,27352.399999999998
plant and fail,2011,New Mexico,NM,region VI,West,Mountain,7666.83,123607.18999999999,3312.02,71561.40000000001,7812.75,NA,69951.16000000002,161,NA,NA,421171.46
plant and fail,2011,New York,NY,region II,Northeast,Middle Atlantic,5507.330000000002,979090.3899999995,NA,NA,30945.93,NA,469.94000000000005,269739.82000000007,NA,NA,100002.48000000005
plant and fail,2011,North Carolina,NC,region IV,South,South Atlantic,19158.809999999998,843852.8900000005,NA,798857.39,19455.690000000002,2,14936.35,1364704.7999999998,NA,45.8,613859.9
plant and fail,2011,North Dakota,ND,region VIII,North Central,West North Central,361100.20999999996,2169651.729999999,5.8,NA,132534.34,NA,1607.5999999999997,3935538.0400000005,231171.28000000003,NA,6665520.789999997
plant and fail,2011,Ohio,OH,region V,North Central,East North Central,2839.3199999999993,3270096.970000001,NA,NA,9618.619999999999,NA,709.0000000000002,4465502.109999999,0.22,NA,833218.54
plant and fail,2011,Oklahoma,OK,region VI,South,West South Central,25275.540000000005,353016.60000000027,NA,405272.5,16500.17,NA,275097.51999999996,429937.3300000001,NA,NA,4930196.690000001
plant and fail,2011,Oregon,OR,region X,West,Pacific,31195.830000000005,94358.89000000003,NA,NA,20893.09999999999,NA,118.2,738.3,11883.309999999998,52.7,908257.2900000004
plant and fail,2011,Pennsylvania,PA,region III,Northeast,Middle Atlantic,37519.03000000001,931642.3600000006,NA,NA,35532.65,NA,1526.7000000000005,420585.4099999999,NA,NA,133201.41
plant and fail,2011,Puerto Rico,PR,region II,NA,NA,NA,26.75,NA,NA,NA,1.5,NA,NA,NA,NA,NA
plant and fail,2011,Rhode Island,RI,region I,Northeast,New England,NA,1272.63,NA,NA,3.5,NA,NA,NA,NA,NA,21.5
plant and fail,2011,South Carolina,SC,region IV,South,South Atlantic,1230.8999999999999,323818.7700000001,NA,299906.97000000003,15527.130000000006,47.1,11889.13,350057.9,NA,2.25,171282.52
plant and fail,2011,South Dakota,SD,region VIII,North Central,West North Central,21823.629999999997,5076527.02,0,NA,108095.04999999994,NA,105757.86999999992,4010291.490000001,NA,NA,2754643.340000001
plant and fail,2011,Tennessee,TN,region IV,South,East South Central,1909.2600000000002,741731.0599999998,NA,485945.6299999999,2195.4399999999996,222.5,16767.84,1240152.6000000003,NA,1.5,348089.17999999993
plant and fail,2011,Texas,TX,region VI,South,West South Central,11917.099999999997,1949557.38,19452.7,7441061.819999998,293304.4500000001,179890.96999999997,1460878.810000001,156117.19999999995,NA,42754.200000000004,4967095.350000001
plant and fail,2011,Utah,UT,region VIII,West,Mountain,26509.89,65424.56000000002,NA,NA,19392.939999999995,NA,1132.09,25.799999999999997,NA,NA,137178.75
plant and fail,2011,Vermont,VT,region I,Northeast,New England,205.94,82067.20999999998,NA,NA,292.65,NA,45.2,3907.8,NA,NA,500.13
plant and fail,2011,Virgin Islands,VI,region II,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,4.24,NA
plant and fail,2011,Virginia,VA,region III,South,South Atlantic,60841.09999999997,386185.8299999999,NA,115090.7,5364.299999999998,NA,3191.22,540780.4999999999,NA,0.4,235337.28999999995
plant and fail,2011,Washington,WA,region X,West,Pacific,111808.99999999997,206148.43000000005,NA,NA,4802.500000000001,NA,31.8,437.5,1233.7,NA,2312578.11
plant and fail,2011,West Virginia,WV,region III,South,South Atlantic,3189.18,42773.23,NA,NA,880.9799999999999,NA,309.1,19752.86,NA,8,7013.310000000001
plant and fail,2011,Wisconsin,WI,region V,North Central,East North Central,25858.780000000006,3988101.5600000024,NA,NA,172422.8,NA,1161.4,1590305.33,NA,NA,346431.79000000004
plant and fail,2011,Wyoming,WY,region VIII,West,Mountain,65939.70999999999,91746.36999999997,NA,NA,21047.98999999999,NA,102.1,NA,31480.25,NA,168652.24999999994
plant and fail,2012,Alabama,AL,region IV,South,East South Central,47.3,269890.3700000001,NA,376105.02000000025,13048.920000000004,NA,7424.000000000001,320962.19000000006,NA,3.2,158764.98999999996
plant and fail,2012,Alaska,AK,region X,West,Pacific,4364.87,NA,NA,NA,1280.69,NA,NA,NA,NA,NA,197.06
plant and fail,2012,Arizona,AZ,region IX,West,Mountain,43316.700000000004,65252.900000000016,2590.6,189491.00000000003,13153.800000000005,NA,26516.5,NA,497,NA,103339
plant and fail,2012,Arkansas,AR,region VI,South,West South Central,NA,702176.2799999997,9.6,588186.0299999999,8124.469999999998,1279474.3999999994,132294.35,3181816.7000000016,NA,NA,533643.1599999999
