type,year,state,abb,region,division,barley,corn,cotton_els,cotton_upland,oats,rice,sorghum,soybeans,sugar_beets,sugarcane,wheat
plant and fail,2014,Newjersey,,,,3513.95,68908.37000000002,,,1223.4300000000003,,1259.71,102306.65999999999,25.5,,23272.479999999996
plant and fail,2014,No Caroln,,,,17398.400000000005,777259.8999999999,,459992.29,15355.580000000002,,26689.260000000002,1728064.6400000004,0.5,3.0,769784.4099999996
plant and fail,2014,No Dakota,,,,570639.2800000003,2709047.1700000004,,,202016.7800000001,,583.52,5830628.0,213434.15,,7543183.89
plant and fail,2014,Ohio,OH,North Central,East North Central,3122.3599999999997,3492590.11,,,15673.909999999993,,667.48,4616077.160000002,,,561807.2800000001
plant and fail,2014,Oklahoma,OK,South,West South Central,25930.93999999999,286723.3200000002,,232662.16000000003,19900.36,,346966.9799999999,356651.36,,,5147231.699999999
plant and fail,2014,Oregon,OR,West,Pacific,42053.22000000001,70033.69000000003,,,15377.969999999996,,233.60000000000002,497.17999999999995,6955.99,,747489.1900000003
plant and fail,2014,Penslvana,,,,38786.109999999986,883874.8799999997,,,44630.629999999976,,3235.6499999999996,484545.7499999999,,,131689.25999999998
plant and fail,2014,Puerto Ri,,,,,194.81,,,,3.52,15.42,13.29,,78.0,
plant and fail,2014,Rhode Isl,,,,,1632.25,,,85.07000000000001,,11.24,3.01,,,
plant and fail,2014,S Carolin,,,,853.0900000000001,262488.2600000001,,276783.69999999995,13787.150000000001,71.34,14616.829999999998,427132.9999999999,,9.26,209837.24000000002
plant and fail,2014,S Dakota,,,,25915.330000000013,5604189.240000001,,,237117.22999999992,,141485.15999999992,5068206.120000001,105.0,,2389485.8800000004
plant and fail,2014,Tennessee,TN,South,East South Central,2580.58,803351.8599999998,,267040.89,2649.7099999999996,510.55,33567.880000000005,1553618.1100000003,,,464028.89999999985
plant and fail,2014,Texas,TX,South,West South Central,48268.650000000016,2167527.130000001,16390.94,6088014.290000004,296659.39,147467.87999999998,2375712.69,146549.70999999993,110.0,31003.9,5573070.369999999
plant and fail,2014,Utah,UT,West,Mountain,23682.469999999998,40032.56,,,11459.220000000001,,807.3100000000001,99.09,,,118508.59
plant and fail,2014,Vermont,VT,Northeast,New England,147.93,83818.13,,,283.61,,71.95,5135.82,,,570.3599999999999
plant and fail,2014,Virgin Is,,,,,3.28,,,,,,,,4.17,
plant and fail,2014,Virginia,VA,South,South Atlantic,40159.97000000001,364909.9699999999,,85833.34,4212.04,,9430.789999999999,629197.8200000002,,,250440.59999999998
plant and fail,2014,Washngton,,,,105790.78000000003,182148.05999999997,,,10346.26,,57.15,219.29000000000002,866.35,,2203489.2200000007
plant and fail,2014,West Va,,,,2470.6400000000003,42958.35999999999,,,1086.85,,331.9,26241.33,,,7026.259999999998
plant and fail,2014,Wisconsin,WI,North Central,East North Central,21833.810000000005,3861924.870000002,,,214170.56000000008,,2313.92,1760290.1300000006,16.36,,275535.90000000014
plant and fail,2014,Wyoming,WY,West,Mountain,71618.34000000001,76993.87000000001,,,23502.190000000002,,451.32000000000005,353.0,30661.97,,140378.19000000003
prevent,2014,Alabama,AL,South,East South Central,,247344.22000000012,,348568.62999999995,16234.310000000003,15.0,11014.429999999997,453621.48999999993,,4.1,213279.5099999999
prevent,2014,Alaska,AK,West,Pacific,5223.99,,,,1394.41,,,,,,211.89
prevent,2014,Arizona,AZ,West,Mountain,33728.87000000001,70070.75,14322.240000000002,145551.73,20239.74,,22060.51,,1186.8899999999999,,78259.06
prevent,2014,Arkansas,AR,South,West South Central,39.0,536235.6799999999,,331083.89999999997,8704.979999999998,1475382.78,160667.88000000003,3200783.900000002,,,450956.3699999998
prevent,2014,California,CA,West,Pacific,63407.15,376521.60000000003,146539.33,55230.69,91101.47999999998,413409.32999999996,50026.06,,22370.18,421.35,492678.1199999999
prevent,2014,Colorado,CO,West,Mountain,49220.46,1113769.81,,,34436.01000000002,,246305.7,14304.37,29456.53,,2516567.049999999
prevent,2014,Concticut,,,,,25827.44,,,51.099999999999994,,,396.40000000000003,,,117.92
prevent,2014,Delaware,DE,South,South Atlantic,38042.619999999995,162798.53999999998,,,187.83,,1284.1299999999999,173282.05999999997,,,74407.55
prevent,2014,Florida,FL,South,South Atlantic,,53177.48999999999,,105408.63,14571.94,5293.4,5906.8099999999995,36791.32,,124988.21,10266.44
prevent,2014,Georgia,GA,South,South Atlantic,997.4199999999998,343573.1299999999,,1367319.0,42552.54000000001,,27438.229999999996,288859.8600000001,,24.159999999999997,266343.78999999986
prevent,2014,Guam,,,,,3.11,,,,,,,,,
prevent,2014,Idaho,ID,West,Mountain,554566.4800000001,268448.52,,,43209.71000000002,,822.78,468.56,161420.07,,1188865.5899999996
prevent,2014,Illinois,IL,North Central,East North Central,1572.6599999999999,11693394.619999997,,,23294.989999999998,1195.48,20420.06999999999,9609155.659999996,,,682477.1499999996
prevent,2014,Indiana,IN,North Central,East North Central,1853.4399999999996,5701738.729999995,,,6125.539999999998,,7970.88,5386778.7799999975,,,351571.2700000002
prevent,2014,Iowa,IA,North Central,West North Central,2917.4200000000005,13410539.97,,,135172.16999999998,,2198.0600000000004,9720537.39,0.86,,18763.51999999999
prevent,2014,Kansas,KS,North Central,West North Central,14385.640000000007,3979233.9599999986,,29403.07,75025.82000000002,,2516038.48,3920874.4299999992,,,9165272.77
prevent,2014,Kentucky,KY,South,East South Central,8037.570000000001,1449336.7500000005,,0.83,1739.93,,7327.109999999999,1720281.0999999999,,6.71,526129.8300000001
prevent,2014,Louisiana,LA,South,West South Central,186.8,392397.75999999995,,165451.91999999993,4707.35,457819.43999999994,95694.16,1388060.4000000001,,415509.1100000001,153527.73
prevent,2014,Maine,ME,Northeast,New England,11980.39,29091.619999999995,,,31736.540000000005,,,2353.7,1.7,,2592.7
prevent,2014,Maryland,MD,South,South Atlantic,65363.07,405101.25,,,4346.1500000000015,,13548.440000000006,498092.62999999995,,,326847.47
prevent,2014,Masacuset,,,,47.6,17866.960000000003,,,155.51,,23.729999999999997,812.13,,,204.14000000000001
prevent,2014,Michigan,MI,North Central,East North Central,6005.789999999999,2138217.0900000003,,,37709.94999999999,,401.65999999999997,1903708.3899999992,145366.61000000004,,498928.66
prevent,2014,Minnesota,MN,North Central,West North Central,66408.71,7907431.289999998,,,155846.09000000008,,2139.16,7238381.730000007,439351.39999999997,,1205093.95
prevent,2014,Misisippi,,,,,488102.0500000002,,416845.4999999999,1083.1899999999998,186519.45000000004,99425.70999999998,2189613.5100000007,,,217136.09000000003
prevent,2014,Missouri,MO,North Central,West North Central,4104.47,3380904.929999997,,247626.26,10887.039999999997,213782.66000000003,72107.94999999997,5592735.23,,,805395.3099999999
prevent,2014,Montana,MT,West,Mountain,853088.91,117582.93999999999,,,40200.860000000015,,1169.1299999999999,21384.449999999997,45033.69,,5796439.569999999
prevent,2014,Nebraska,NE,North Central,West North Central,6576.3200000000015,9291434.63,,,96692.50999999995,,121033.82000000005,5342598.209999998,48564.979999999996,,1500758.1499999994
prevent,2014,Nevada,NV,West,Mountain,684.72,667.3199999999999,,,735.6499999999999,,134.56,,,,12780.119999999997
prevent,2014,New Hamp,,,,,13814.140000000001,,,41.84,,12.0,103.96,,,
prevent,2014,New Mexco,,,,14157.98,119555.86000000002,5179.4800000000005,44763.43,4171.2300000000005,,96763.05999999997,,,,367463.18000000005
prevent,2014,New York,NY,Northeast,Middle Atlantic,6228.860000000002,989745.4900000003,,,43521.86,2.7,885.7099999999999,317543.64999999985,,,96510.56999999998
prevent,2014,Newjersey,,,,3513.95,68908.37000000002,,,1223.4300000000003,,1259.71,102306.65999999999,25.5,,23272.479999999996
prevent,2014,No Caroln,,,,17398.400000000005,777259.8999999999,,459992.29,15355.580000000002,,26689.260000000002,1728064.6400000004,0.5,3.0,769784.4099999996
prevent,2014,No Dakota,,,,570639.2800000003,2709047.1700000004,,,202016.7800000001,,583.52,5830628.0,213434.15,,7543183.89
prevent,2014,Ohio,OH,North Central,East North Central,3122.3599999999997,3492590.11,,,15673.909999999993,,667.48,4616077.160000002,,,561807.2800000001
prevent,2014,Oklahoma,OK,South,West South Central,25930.93999999999,286723.3200000002,,232662.16000000003,19900.36,,346966.9799999999,356651.36,,,5147231.699999999
prevent,2014,Oregon,OR,West,Pacific,42053.22000000001,70033.69000000003,,,15377.969999999996,,233.60000000000002,497.17999999999995,6955.99,,747489.1900000003
prevent,2014,Penslvana,,,,38786.109999999986,883874.8799999997,,,44630.629999999976,,3235.6499999999996,484545.7499999999,,,131689.25999999998
prevent,2014,Puerto Ri,,,,,194.81,,,,3.52,15.42,13.29,,78.0,
prevent,2014,Rhode Isl,,,,,1632.25,,,85.07000000000001,,11.24,3.01,,,
prevent,2014,S Carolin,,,,853.0900000000001,262488.2600000001,,276783.69999999995,13787.150000000001,71.34,14616.829999999998,427132.9999999999,,9.26,209837.24000000002
prevent,2014,S Dakota,,,,25915.330000000013,5604189.240000001,,,237117.22999999992,,141485.15999999992,5068206.120000001,105.0,,2389485.8800000004
prevent,2014,Tennessee,TN,South,East South Central,2580.58,803351.8599999998,,267040.89,2649.7099999999996,510.55,33567.880000000005,1553618.1100000003,,,464028.89999999985
prevent,2014,Texas,TX,South,West South Central,48268.650000000016,2167527.130000001,16390.94,6088014.290000004,296659.39,147467.87999999998,2375712.69,146549.70999999993,110.0,31003.9,5573070.369999999
prevent,2014,Utah,UT,West,Mountain,23682.469999999998,40032.56,,,11459.220000000001,,807.3100000000001,99.09,,,118508.59
prevent,2014,Vermont,VT,Northeast,New England,147.93,83818.13,,,283.61,,71.95,5135.82,,,570.3599999999999
prevent,2014,Virgin Is,,,,,3.28,,,,,,,,4.17,
prevent,2014,Virginia,VA,South,South Atlantic,40159.97000000001,364909.9699999999,,85833.34,4212.04,,9430.789999999999,629197.8200000002,,,250440.59999999998
prevent,2014,Washngton,,,,105790.78000000003,182148.05999999997,,,10346.26,,57.15,219.29000000000002,866.35,,2203489.2200000007
prevent,2014,West Va,,,,2470.6400000000003,42958.35999999999,,,1086.85,,331.9,26241.33,,,7026.259999999998
prevent,2014,Wisconsin,WI,North Central,East North Central,21833.810000000005,3861924.870000002,,,214170.56000000008,,2313.92,1760290.1300000006,16.36,,275535.90000000014
prevent,2014,Wyoming,WY,West,Mountain,71618.34000000001,76993.87000000001,,,23502.190000000002,,451.32000000000005,353.0,30661.97,,140378.19000000003
plant and fail,2015,Alabama,AL,South,East South Central,163.12,219510.72999999995,,311464.36499999993,21647.01,,20188.17000000001,473614.144,,,190763.69499999998
plant and fail,2015,Alaska,AK,West,Pacific,4217.03,0.96,,,1105.59,,,,,,195.23999999999998
plant and fail,2015,Arizona,AZ,West,Mountain,15271.390000000003,68243.22,16662.53,84279.57000000002,16242.970000000001,,20734.07,451.21,1192.0900000000001,,148588.37
plant and fail,2015,Arkansas,AR,South,West South Central,48.25,459551.89000000013,,207105.35999999996,6459.779999999998,1299164.4580000006,429849.95,3190481.1299999994,,,342036.84
plant and fail,2015,California,CA,West,Pacific,65159.499999999985,347844.75,114694.49999999999,40067.723999999995,107302.59999999999,409604.104,57370.56,19.51,17492.670000000002,205.79,482094.16
plant and fail,2015,Colorado,CO,West,Mountain,57855.68,1075360.1300000001,,,35661.119999999995,,367489.36000000016,14361.46,27211.36,,2333211.2900000005
plant and fail,2015,Concticut,,,,9.469999999999999,25854.789999999997,,,118.53,,34.34,225.85999999999999,,,96.0
plant and fail,2015,Delaware,DE,South,South Atlantic,30806.43,164428.16999999998,,,218.87000000000003,,1716.19,168259.12000000002,,,67271.73999999999
plant and fail,2015,Florida,FL,South,South Atlantic,,58456.18999999998,,83951.01000000001,17410.120000000003,19466.37,3155.560000000001,31757.600000000002,,404583.53,5661.63
plant and fail,2015,Georgia,GA,South,South Atlantic,213.55,322934.86999999994,120.0,1118047.8940000003,45859.18000000003,,37282.31000000001,312689.2800000003,,15.160000000000002,192890.81000000008
plant and fail,2015,Guam,,,,,2.67,,,,,,,,,
plant and fail,2015,Idaho,ID,West,Mountain,577914.3700000002,259866.82,,,40717.639999999985,,1874.6100000000004,18.27,170121.1,,1166218.9999999998
plant and fail,2015,Illinois,IL,North Central,East North Central,1372.89,11473365.101399992,,2.5,21559.64000000001,818.69,33360.71,9647095.746999998,,,484774.01
plant and fail,2015,Indiana,IN,North Central,East North Central,1728.2200000000003,5564777.1175000025,,,5105.4500000000035,,10895.360000000002,5491111.625999999,,,277821.66
plant and fail,2015,Iowa,IA,North Central,West North Central,2222.6800000000003,13223544.801000003,,,121261.64299999991,,3000.339999999999,9722137.999000002,,,17604.159999999996
plant and fail,2015,Kansas,KS,North Central,West North Central,11638.389999999998,4083125.5239999983,,15070.130000000003,84106.56000000001,,3054324.264000001,3851907.7989999983,,,9051335.619999994
plant and fail,2015,Kentucky,KY,South,East South Central,5531.2699999999995,1348576.1963999989,,0.6,1799.4699999999996,,28910.759999999995,1796387.3509999993,,2.2,490416.61999999994
plant and fail,2015,Louisiana,LA,South,West South Central,148.7,393607.12100000004,,109634.93400000004,3588.26,414070.75,73815.21,1410344.5059999998,,410621.96,102717.13999999997
plant and fail,2015,Maine,ME,Northeast,New England,12101.419999999998,28595.069999999992,,,28930.28,,,1604.3500000000001,,,939.1500000000001
plant and fail,2015,Marianas,,,,,0.1,,,,,,,,,
plant and fail,2015,Maryland,MD,South,South Atlantic,46944.65,395462.23900000006,,,4169.869999999999,,11590.51,503348.7729999999,,,345844.06999999983
plant and fail,2015,Masacuset,,,,18.66,17417.438000000006,,,173.99,,2.42,513.9300000000001,,,114.89999999999998
plant and fail,2015,Michigan,MI,North Central,East North Central,8309.260000000002,2185727.5489999996,,,53522.83000000002,,874.3499999999999,1960347.168999999,149496.76099999997,,462021.24000000005
plant and fail,2015,Minnesota,MN,North Central,West North Central,121279.75000000003,7998298.297699992,,,201755.8200000001,,2320.71,7517645.438000006,443135.98000000004,9.87,1486764.5399999989
plant and fail,2015,Misisippi,,,,,491494.82000000007,,312509.4800000001,1283.6,143700.2,106921.197,2280901.3680000007,,3.0,142664.37000000005
plant and fail,2015,Missouri,MO,North Central,West North Central,3103.67,3160001.7815,,181279.46999999997,8233.100000000002,180797.24000000005,135013.48000000007,4483255.933999999,,0.02,670917.01
plant and fail,2015,Montana,MT,West,Mountain,930114.6070000001,97116.32000000002,,,41792.66999999998,,1339.8600000000001,8861.380000000001,44126.95,,5438162.076999998
plant and fail,2015,Nebraska,NE,North Central,West North Central,6785.69,9357921.635999998,,,118713.66000000003,,178152.57999999993,5241234.738999995,46755.394,,1479469.3400000005
plant and fail,2015,Nevada,NV,West,Mountain,157.09,172.36,,,325.33,,134.99,,,,7464.719999999999
plant and fail,2015,New Hamp,,,,,13262.559999999998,,,2.77,,61.4,76.75,,,
plant and fail,2015,New Mexco,,,,8417.31,117717.5,6848.7699999999995,36603.066699999996,6506.440000000001,,108861.232,,,,380870.34
plant and fail,2015,New York,NY,Northeast,Middle Atlantic,7395.920000000004,963694.6821999999,,,56116.260000000024,,706.89,293281.131,,,100389.19000000005
plant and fail,2015,Newjersey,,,,3448.21,64255.390000000014,,,1802.6399999999999,,1679.28,102197.37999999998,32.230000000000004,,20196.580000000005
plant and fail,2015,No Caroln,,,,16065.93,757673.1630000003,,383203.83999999997,15675.69,10.7,39521.62,1802724.4805,0.01,101.43,594212.4399999998
plant and fail,2015,No Dakota,,,,1026084.86,2669735.9600000004,,,237340.88000000006,,2411.4,5679205.5200000005,206593.53,,7799079.017999999
plant and fail,2015,Ohio,OH,North Central,East North Central,3396.7399999999993,3434988.6105000004,,,17425.765000000003,,603.19,4692461.628499999,,,497433.7125
plant and fail,2015,Oklahoma,OK,South,West South Central,20329.149999999998,285191.0900000001,,209459.91999999993,23638.2,,423606.21000000025,389702.36399999994,,,5181200.1899999995
plant and fail,2015,Oregon,OR,West,Pacific,41845.67000000001,69787.56,,,18760.72000000001,,158.41,968.58,8342.3,,745480.65
plant and fail,2015,Penslvana,,,,31332.510000000002,853847.5539999998,,,44547.710000000014,,4633.940000000002,490757.9799999998,,,128059.06999999998
plant and fail,2015,Puerto Ri,,,,,8.450000000000001,,,,,,,,,
plant and fail,2015,Rhode Isl,,,,,1502.5900000000001,,,23.57,,45.650000000000006,4.9399999999999995,,,2.01
plant and fail,2015,S Carolin,,,,1218.24,265809.385,,232184.639,14894.789999999999,53.8,18912.09,452182.709,,4.14,158051.17000000007
plant and fail,2015,S Dakota,,,,34046.22999999999,5261631.780300003,,,310754.1000000002,,193734.55999999997,5059804.782,108.0,,2661064.315
plant and fail,2015,Tennessee,TN,South,East South Central,3618.1499999999996,721292.2500000001,,151791.08000000002,2525.7200000000003,1674.96,123299.34999999999,1673607.9519999993,,,396944.26999999996
plant and fail,2015,Texas,TX,South,West South Central,29212.31999999999,2204130.238999999,16778.2,4734811.453699995,336385.7000000002,131172.05000000002,2490828.79,123953.93999999997,211.26,35406.979999999996,5754461.729000009
plant and fail,2015,Utah,UT,West,Mountain,21297.610000000004,44159.479999999996,,,11204.76,,811.9000000000002,37.19,,,122987.27
plant and fail,2015,Vermont,VT,Northeast,New England,132.7,83709.987,,,323.92,,66.14,3733.55,,,633.16
plant and fail,2015,Virgin Is,,,,,1.0,,,,,,,,4.4399999999999995,
plant and fail,2015,Virginia,VA,South,South Atlantic,31295.239999999994,362713.14000000025,,84367.82999999999,4705.660000000001,0.28,13800.68,612515.8409999998,,,223456.52999999985
plant and fail,2015,Washngton,,,,103644.00999999997,160027.98099999997,,,9511.939999999999,,732.8599999999999,251.20000000000002,565.71,,2215093.761
plant and fail,2015,West Va,,,,1897.2699999999998,42225.939999999995,,,1222.5399999999997,,841.8900000000001,26281.92,,,6743.82
plant and fail,2015,Wisconsin,WI,North Central,East North Central,23265.310000000005,3871591.9419999984,,,244043.39500000002,,1929.44,1857586.9361000003,24.7,,227640.9300000001
plant and fail,2015,Wyoming,WY,West,Mountain,86149.78699999998,72959.63,,,19180.379999999997,,442.71000000000004,519.39,31434.239999999998,,143645.8700000001
prevent,2015,Alabama,AL,South,East South Central,163.12,219510.72999999995,,311464.36499999993,21647.01,,20188.17000000001,473614.144,,,190763.69499999998
prevent,2015,Alaska,AK,West,Pacific,4217.03,0.96,,,1105.59,,,,,,195.23999999999998
prevent,2015,Arizona,AZ,West,Mountain,15271.390000000003,68243.22,16662.53,84279.57000000002,16242.970000000001,,20734.07,451.21,1192.0900000000001,,148588.37
prevent,2015,Arkansas,AR,South,West South Central,48.25,459551.89000000013,,207105.35999999996,6459.779999999998,1299164.4580000006,429849.95,3190481.1299999994,,,342036.84
prevent,2015,California,CA,West,Pacific,65159.499999999985,347844.75,114694.49999999999,40067.723999999995,107302.59999999999,409604.104,57370.56,19.51,17492.670000000002,205.79,482094.16
prevent,2015,Colorado,CO,West,Mountain,57855.68,1075360.1300000001,,,35661.119999999995,,367489.36000000016,14361.46,27211.36,,2333211.2900000005
prevent,2015,Concticut,,,,9.469999999999999,25854.789999999997,,,118.53,,34.34,225.85999999999999,,,96.0
prevent,2015,Delaware,DE,South,South Atlantic,30806.43,164428.16999999998,,,218.87000000000003,,1716.19,168259.12000000002,,,67271.73999999999
prevent,2015,Florida,FL,South,South Atlantic,,58456.18999999998,,83951.01000000001,17410.120000000003,19466.37,3155.560000000001,31757.600000000002,,404583.53,5661.63
prevent,2015,Georgia,GA,South,South Atlantic,213.55,322934.86999999994,120.0,1118047.8940000003,45859.18000000003,,37282.31000000001,312689.2800000003,,15.160000000000002,192890.81000000008
prevent,2015,Guam,,,,,2.67,,,,,,,,,
prevent,2015,Idaho,ID,West,Mountain,577914.3700000002,259866.82,,,40717.639999999985,,1874.6100000000004,18.27,170121.1,,1166218.9999999998
prevent,2015,Illinois,IL,North Central,East North Central,1372.89,11473365.101399992,,2.5,21559.64000000001,818.69,33360.71,9647095.746999998,,,484774.01
prevent,2015,Indiana,IN,North Central,East North Central,1728.2200000000003,5564777.1175000025,,,5105.4500000000035,,10895.360000000002,5491111.625999999,,,277821.66
prevent,2015,Iowa,IA,North Central,West North Central,2222.6800000000003,13223544.801000003,,,121261.64299999991,,3000.339999999999,9722137.999000002,,,17604.159999999996
prevent,2015,Kansas,KS,North Central,West North Central,11638.389999999998,4083125.5239999983,,15070.130000000003,84106.56000000001,,3054324.264000001,3851907.7989999983,,,9051335.619999994
prevent,2015,Kentucky,KY,South,East South Central,5531.2699999999995,1348576.1963999989,,0.6,1799.4699999999996,,28910.759999999995,1796387.3509999993,,2.2,490416.61999999994
prevent,2015,Louisiana,LA,South,West South Central,148.7,393607.12100000004,,109634.93400000004,3588.26,414070.75,73815.21,1410344.5059999998,,410621.96,102717.13999999997
prevent,2015,Maine,ME,Northeast,New England,12101.419999999998,28595.069999999992,,,28930.28,,,1604.3500000000001,,,939.1500000000001
prevent,2015,Marianas,,,,,0.1,,,,,,,,,
prevent,2015,Maryland,MD,South,South Atlantic,46944.65,395462.23900000006,,,4169.869999999999,,11590.51,503348.7729999999,,,345844.06999999983
prevent,2015,Masacuset,,,,18.66,17417.438000000006,,,173.99,,2.42,513.9300000000001,,,114.89999999999998
prevent,2015,Michigan,MI,North Central,East North Central,8309.260000000002,2185727.5489999996,,,53522.83000000002,,874.3499999999999,1960347.168999999,149496.76099999997,,462021.24000000005
prevent,2015,Minnesota,MN,North Central,West North Central,121279.75000000003,7998298.297699992,,,201755.8200000001,,2320.71,7517645.438000006,443135.98000000004,9.87,1486764.5399999989
prevent,2015,Misisippi,,,,,491494.82000000007,,312509.4800000001,1283.6,143700.2,106921.197,2280901.3680000007,,3.0,142664.37000000005
prevent,2015,Missouri,MO,North Central,West North Central,3103.67,3160001.7815,,181279.46999999997,8233.100000000002,180797.24000000005,135013.48000000007,4483255.933999999,,0.02,670917.01
prevent,2015,Montana,MT,West,Mountain,930114.6070000001,97116.32000000002,,,41792.66999999998,,1339.8600000000001,8861.380000000001,44126.95,,5438162.076999998
prevent,2015,Nebraska,NE,North Central,West North Central,6785.69,9357921.635999998,,,118713.66000000003,,178152.57999999993,5241234.738999995,46755.394,,1479469.3400000005
prevent,2015,Nevada,NV,West,Mountain,157.09,172.36,,,325.33,,134.99,,,,7464.719999999999
prevent,2015,New Hamp,,,,,13262.559999999998,,,2.77,,61.4,76.75,,,
prevent,2015,New Mexco,,,,8417.31,117717.5,6848.7699999999995,36603.066699999996,6506.440000000001,,108861.232,,,,380870.34
prevent,2015,New York,NY,Northeast,Middle Atlantic,7395.920000000004,963694.6821999999,,,56116.260000000024,,706.89,293281.131,,,100389.19000000005
prevent,2015,Newjersey,,,,3448.21,64255.390000000014,,,1802.6399999999999,,1679.28,102197.37999999998,32.230000000000004,,20196.580000000005
prevent,2015,No Caroln,,,,16065.93,757673.1630000003,,383203.83999999997,15675.69,10.7,39521.62,1802724.4805,0.01,101.43,594212.4399999998
prevent,2015,No Dakota,,,,1026084.86,2669735.9600000004,,,237340.88000000006,,2411.4,5679205.5200000005,206593.53,,7799079.017999999
prevent,2015,Ohio,OH,North Central,East North Central,3396.7399999999993,3434988.6105000004,,,17425.765000000003,,603.19,4692461.628499999,,,497433.7125
prevent,2015,Oklahoma,OK,South,West South Central,20329.149999999998,285191.0900000001,,209459.91999999993,23638.2,,423606.21000000025,389702.36399999994,,,5181200.1899999995
prevent,2015,Oregon,OR,West,Pacific,41845.67000000001,69787.56,,,18760.72000000001,,158.41,968.58,8342.3,,745480.65
prevent,2015,Penslvana,,,,31332.510000000002,853847.5539999998,,,44547.710000000014,,4633.940000000002,490757.9799999998,,,128059.06999999998
prevent,2015,Puerto Ri,,,,,8.450000000000001,,,,,,,,,
prevent,2015,Rhode Isl,,,,,1502.5900000000001,,,23.57,,45.650000000000006,4.9399999999999995,,,2.01
prevent,2015,S Carolin,,,,1218.24,265809.385,,232184.639,14894.789999999999,53.8,18912.09,452182.709,,4.14,158051.17000000007
prevent,2015,S Dakota,,,,34046.22999999999,5261631.780300003,,,310754.1000000002,,193734.55999999997,5059804.782,108.0,,2661064.315
prevent,2015,Tennessee,TN,South,East South Central,3618.1499999999996,721292.2500000001,,151791.08000000002,2525.7200000000003,1674.96,123299.34999999999,1673607.9519999993,,,396944.26999999996
prevent,2015,Texas,TX,South,West South Central,29212.31999999999,2204130.238999999,16778.2,4734811.453699995,336385.7000000002,131172.05000000002,2490828.79,123953.93999999997,211.26,35406.979999999996,5754461.729000009
prevent,2015,Utah,UT,West,Mountain,21297.610000000004,44159.479999999996,,,11204.76,,811.9000000000002,37.19,,,122987.27
prevent,2015,Vermont,VT,Northeast,New England,132.7,83709.987,,,323.92,,66.14,3733.55,,,633.16
prevent,2015,Virgin Is,,,,,1.0,,,,,,,,4.4399999999999995,
prevent,2015,Virginia,VA,South,South Atlantic,31295.239999999994,362713.14000000025,,84367.82999999999,4705.660000000001,0.28,13800.68,612515.8409999998,,,223456.52999999985
prevent,2015,Washngton,,,,103644.00999999997,160027.98099999997,,,9511.939999999999,,732.8599999999999,251.20000000000002,565.71,,2215093.761
prevent,2015,West Va,,,,1897.2699999999998,42225.939999999995,,,1222.5399999999997,,841.8900000000001,26281.92,,,6743.82
prevent,2015,Wisconsin,WI,North Central,East North Central,23265.310000000005,3871591.9419999984,,,244043.39500000002,,1929.44,1857586.9361000003,24.7,,227640.9300000001
prevent,2015,Wyoming,WY,West,Mountain,86149.78699999998,72959.63,,,19180.379999999997,,442.71000000000004,519.39,31434.239999999998,,143645.8700000001
plant and fail,2016,Alabama,AL,South,East South Central,209.11,287719.3518,,343153.77000000014,14095.710000000003,,6416.469999999998,394751.4400000001,,,135549.32
plant and fail,2016,Alaska,AK,West,Pacific,4527.03,0.013,,,1139.99,,,,,,175.31
plant and fail,2016,Arizona,AZ,West,Mountain,16029.860000000004,87204.34000000001,14447.669999999998,112599.95,18850.12,,15820.079999999998,1.7,955.9,,106513.13
plant and fail,2016,Arkansas,AR,South,West South Central,,753823.265,,374513.4699999999,3104.9000000000005,1537967.555,44468.51,3113026.2904999983,,,187267.09
plant and fail,2016,California,CA,West,Pacific,67647.5,339051.658,148867.37000000002,61825.969999999994,94093.14000000003,524231.1200000001,45339.469,423.94,22598.690000000002,202.53,456033.54500000016
plant and fail,2016,Colorado,CO,West,Mountain,69163.97,1315717.6650000003,,,42893.07,,362722.11,13112.86,28063.670000000002,,2242172.6770000006
plant and fail,2016,Concticut,,,,13.6,24634.332999999995,,,69.11,,58.97,358.605,,,122.49000000000001
plant and fail,2016,Delaware,DE,South,South Atlantic,31366.670000000002,171431.51,,,306.31,,1538.48,157237.99,,,61803.64
plant and fail,2016,Florida,FL,South,South Atlantic,,56344.779999999984,26.4,100975.67000000003,14816.809999999998,20023.010000000002,3786.65,29255.91,,414431.81,6452.6
plant and fail,2016,Georgia,GA,South,South Atlantic,415.94000000000005,397221.9600000001,,1170750.63,25787.649999999998,,14810.160000000002,251501.07000000012,,49.82000000000001,109519.86000000002
plant and fail,2016,Hawaii,HI,West,Pacific,,140.0,,,,,,,,,
plant and fail,2016,Idaho,ID,West,Mountain,570079.49,303778.07000000007,,,27910.36999999999,,987.74,29.66,166049.43000000005,,1137552.2999999993
plant and fail,2016,Illinois,IL,North Central,East North Central,1234.0600000000002,11422230.724600004,,2.7,21592.090000000004,2003.7699999999998,16568.030000000002,9953982.315299999,,,493591.21399999986
plant and fail,2016,Indiana,IN,North Central,East North Central,1632.4249999999997,5513488.974999999,,,7504.070000000001,,10157.890000000003,5611452.977499999,,,300392.7959999998
plant and fail,2016,Iowa,IA,North Central,West North Central,2965.86,13590275.520000003,,,111133.33000000002,,3038.320000000001,9391677.949000007,,,22095.120000000006
plant and fail,2016,Kansas,KS,North Central,West North Central,17063.000000000004,5014230.054199997,,31032.17999999999,104556.87999999992,,2780008.316000003,4004077.1409999994,,,8333992.585000003
